AutoNumber,Descriptive Name,Comic Series,Comic Volume,Comic Number,Printing/Edition,Comic Publisher,Month/Year Published,Comic Price,Bought At,Bought Date,Bought Price,Quantity,Notes
500,Tales of the TMNT #21,Tales of the TMNT,2,21,,Mirage,March 2006,3.25,Westfield's Comics (Madison),2006.04.29,3.25,1,
525,Tales of the TMNT #22,Tales of the TMNT,2,22,,Mirage,April 2006,3.25,Westfield's Comics (Madison),2006.12.03,3.25,1,
535,Tales of the TMNT #22 [2nd Copy],Tales of the TMNT,2,22,,Mirage,April 2006,3.25,Mirage Publishing (Online),2006.12.09,3.25,1,
526,Tales of the TMNT #23,Tales of the TMNT,2,23,,Mirage,May 2006,3.25,Westfield's Comics (Madison),2006.12.03,3.25,1,
536,Tales of the TMNT #23 [2nd Copy],Tales of the TMNT,2,23,,Mirage,May 2006,3.25,Mirage Publishing (Online),2006.12.09,3.25,1,
527,Tales of the TMNT #24,Tales of the TMNT,2,24,,Mirage,June 2006,3.25,Westfield's Comics (Madison),2006.12.03,3.25,1,
537,Tales of the TMNT #24 [2nd copy],Tales of the TMNT,2,24,,Mirage,June 2006,3.25,Mirage Publishing (Online),2006.12.09,3.25,1,
538,Tales of the TMNT #25,Tales of the TMNT,2,25,,Mirage,July 2006,3.25,Mirage Publishing (Online),2006.12.09,3.25,1,
539,Tales of the TMNT #26,Tales of the TMNT,2,26,,Mirage,August 2006,3.25,Mirage Publishing (Online),2006.12.09,3.25,1,
540,Tales of the TMNT #27,Tales of the TMNT,2,27,,Mirage,September 2006,3.25,Mirage Publishing (Online),2006.12.09,3.25,1,
528,Tales of the TMNT #28,Tales of the TMNT,2,28,,Mirage,October 2006,3.25,Westfield's Comics (Madison),2006.12.03,3.25,1,
541,Tales of the TMNT #28 [2nd copy],Tales of the TMNT,2,28,,Mirage,October 2006,3.25,Mirage Publishing (Online),2006.12.09,3.25,1,
519,Tales of the TMNT: The Collected Books: Volume 1,Tales of the TMNT: The Collected Books,1,1,First Edition,Mirage,October 2006,12.00,PanelToPanel.net,2006.11.19,10.20,1,$10.90 for shipping.  Ouch (especially since I received on the 29th).
554,Tales of the TMNT: The Collected Books: Volume 2 [1st copy],Tales of the TMNT: The Collected Books,1,2,First Edition,Mirage,January 2007,12.00,PanelToPanel.net,2007.02.09,11.40,1,$11.85 for shipping.  Black Leonardo w/ white background.
555,Tales of the TMNT: The Collected Books: Volume 2 [2nd copy],Tales of the TMNT: The Collected Books,1,2,First Edition,Mirage,January 2007,12.00,PanelToPanel.net,2007.02.09,11.40,1,$11.85 for shipping.  White Leonardo w/ black background.
557,Tales of the TMNT: The Collected Books: Volume 3,Tales of the TMNT: The Collected Books,1,3,First Edition,Mirage,June 2007,12.00,PanelToPanel.net,2007.07.09,11.40,1,
580,Tales of the TMNT: The Collected Books: Volume 4,Tales of the TMNT: The Collected Books,1,4,First Edition,Mirage,September 2007,13.00,PanelToPanel.net,2007.09.26,12.35,1,$6.20 for shipping.
34,Teenage Mutant Ninja Turles Book I,Teenage Mutant Ninja Turtles First Comics Books,1,1,Fifth,First Comics,"August, 1989",9.95,,,,1,
36,Teenage Mutant Ninja Turles Book II,Teenage Mutant Ninja Turtles First Comics Books,1,2,Third,First Comics,"March, 1989",9.95,,,,1,
37,Teenage Mutant Ninja Turles Book II [2],Teenage Mutant Ninja Turtles First Comics Books,1,2,Third,First Comics,"March, 1989",9.95,,,0.65,1,
38,Teenage Mutant Ninja Turles Book III,Teenage Mutant Ninja Turtles First Comics Books,1,3,First,First Comics,"December, 1987",9.95,,,,1,
39,Teenage Mutant Ninja Turles Book III [2],Teenage Mutant Ninja Turtles First Comics Books,1,3,Third,First Comics,"March, 1989",9.95,,,0.65,1,
40,Teenage Mutant Ninja Turles Book IV,Teenage Mutant Ninja Turtles First Comics Books,1,4,First,First Comics,"November, 1988",9.95,,,,1,
41,Teenage Mutant Ninja Turles Book IV [2],Teenage Mutant Ninja Turtles First Comics Books,1,4,First,First Comics,"November, 1988",9.95,,,0.65,1,
71,Teenage Mutant Ninja Turtles Adventures #01 [1st - 'Archie Salutes'],Teenage Mutant Ninja Turtles Adventures,1,1,First,Archie,Mar 1989,1.00,,,,1,
72,Teenage Mutant Ninja Turtles Adventures #01 [2nd - w/o 'Archie Salutes'],Teenage Mutant Ninja Turtles Adventures,1,1,Second,Archie,Mar 1989,1.00,,,,1,
73,Teenage Mutant Ninja Turtles Adventures #02 [1st - 'Archie Salutes'],Teenage Mutant Ninja Turtles Adventures,1,2,First,Archie,May 1989,1.00,,,,1,
74,Teenage Mutant Ninja Turtles Adventures #02 [2nd - w/o 'Archie Salutes'],Teenage Mutant Ninja Turtles Adventures,1,2,Second,Archie,May 1989,1.00,,,,1,
75,Teenage Mutant Ninja Turtles Adventures #03,Teenage Mutant Ninja Turtles Adventures,1,3,,Archie,July 1989,1.00,,,,1,
76,Teenage Mutant Ninja Turtles Adventures #04,Teenage Mutant Ninja Turtles Adventures,1,4,,Archie,Sept 1989,1.00,,,,1,
77,Teenage Mutant Ninja Turtles Adventures #05,Teenage Mutant Ninja Turtles Adventures,1,5,,Archie,Oct 1989,1.00,,,,1,
78,Teenage Mutant Ninja Turtles Adventures #06,Teenage Mutant Ninja Turtles Adventures,1,6,,Archie,Nov 1989,1.00,,,,1,
79,Teenage Mutant Ninja Turtles Adventures #07,Teenage Mutant Ninja Turtles Adventures,1,7,,Archie,Dec 1989,1.00,,,,1,
80,Teenage Mutant Ninja Turtles Adventures #08,Teenage Mutant Ninja Turtles Adventures,1,8,,Archie,Feb 1990,1.00,,,,1,
81,Teenage Mutant Ninja Turtles Adventures #09,Teenage Mutant Ninja Turtles Adventures,1,9,,Archie,Mar 1990,1.00,,,,1,
82,Teenage Mutant Ninja Turtles Adventures #10,Teenage Mutant Ninja Turtles Adventures,1,10,,Archie,May 1990,1.00,,,,1,
83,Teenage Mutant Ninja Turtles Adventures #11,Teenage Mutant Ninja Turtles Adventures,1,11,,Archie,June 1990,1.00,,,,1,
84,Teenage Mutant Ninja Turtles Adventures #12,Teenage Mutant Ninja Turtles Adventures,1,12,,Archie,July 1990,1.00,,,,1,
85,Teenage Mutant Ninja Turtles Adventures #13,Teenage Mutant Ninja Turtles Adventures,1,13,,Archie,Aug 1990,1.00,,,,1,
86,Teenage Mutant Ninja Turtles Adventures #14,Teenage Mutant Ninja Turtles Adventures,1,14,,Archie,Sept 1990,1.00,,,,1,
87,Teenage Mutant Ninja Turtles Adventures #15,Teenage Mutant Ninja Turtles Adventures,1,15,,Archie,Oct 1990,1.00,,,,2,
468,Teenage Mutant Ninja Turtles Adventures #16,Teenage Mutant Ninja Turtles Adventures,1,16,,Archie,January 1991,1.00,Mirage Publishing (Online),2005.08.26,5.00,1,
88,Teenage Mutant Ninja Turtles Adventures #17,Teenage Mutant Ninja Turtles Adventures,1,17,,Archie,Feb 1991,1.00,,,,1,
89,Teenage Mutant Ninja Turtles Adventures #18,Teenage Mutant Ninja Turtles Adventures,1,18,,Archie,,1.00,,,,1,
90,Teenage Mutant Ninja Turtles Adventures #19,Teenage Mutant Ninja Turtles Adventures,1,19,,Archie,,1.25,,,,1,
91,Teenage Mutant Ninja Turtles Adventures #20,Teenage Mutant Ninja Turtles Adventures,1,20,,Archie,,1.25,,,,1,
92,Teenage Mutant Ninja Turtles Adventures #21,Teenage Mutant Ninja Turtles Adventures,1,21,,Archie,,1.25,,,,1,
93,Teenage Mutant Ninja Turtles Adventures #22,Teenage Mutant Ninja Turtles Adventures,1,22,,Archie,,1.25,,,,1,
94,Teenage Mutant Ninja Turtles Adventures #23,Teenage Mutant Ninja Turtles Adventures,1,23,,Archie,,1.25,,,,2,
95,Teenage Mutant Ninja Turtles Adventures #24,Teenage Mutant Ninja Turtles Adventures,1,24,,Archie,,1.25,,,,1,
96,Teenage Mutant Ninja Turtles Adventures #25,Teenage Mutant Ninja Turtles Adventures,1,25,,Archie,,1.25,,,,1,
97,Teenage Mutant Ninja Turtles Adventures #26,Teenage Mutant Ninja Turtles Adventures,1,26,,Archie,,1.25,,,,1,
98,Teenage Mutant Ninja Turtles Adventures #27,Teenage Mutant Ninja Turtles Adventures,1,27,,Archie,,1.25,,,,1,
99,Teenage Mutant Ninja Turtles Adventures #28,Teenage Mutant Ninja Turtles Adventures,1,28,,Archie,,1.25,,,,1,
100,Teenage Mutant Ninja Turtles Adventures #29,Teenage Mutant Ninja Turtles Adventures,1,29,,Archie,,1.25,,,,1,
101,Teenage Mutant Ninja Turtles Adventures #30,Teenage Mutant Ninja Turtles Adventures,1,30,,Archie,,1.25,,,,1,
102,Teenage Mutant Ninja Turtles Adventures #31,Teenage Mutant Ninja Turtles Adventures,1,31,,Archie,,1.25,,,,1,
103,Teenage Mutant Ninja Turtles Adventures #32,Teenage Mutant Ninja Turtles Adventures,1,32,,Archie,,1.25,,,,1,
104,Teenage Mutant Ninja Turtles Adventures #33,Teenage Mutant Ninja Turtles Adventures,1,33,,Archie,,1.25,,,,1,
105,Teenage Mutant Ninja Turtles Adventures #34,Teenage Mutant Ninja Turtles Adventures,1,34,,Archie,,1.25,,,,1,
106,Teenage Mutant Ninja Turtles Adventures #35,Teenage Mutant Ninja Turtles Adventures,1,35,,Archie,,1.25,,,,1,
107,Teenage Mutant Ninja Turtles Adventures #36,Teenage Mutant Ninja Turtles Adventures,1,36,,Archie,,1.25,,,,1,
108,Teenage Mutant Ninja Turtles Adventures #37,Teenage Mutant Ninja Turtles Adventures,1,37,,Archie,,1.25,,,,1,
109,Teenage Mutant Ninja Turtles Adventures #38,Teenage Mutant Ninja Turtles Adventures,1,38,,Archie,,1.25,,,,1,
110,Teenage Mutant Ninja Turtles Adventures #39,Teenage Mutant Ninja Turtles Adventures,1,39,,Archie,,1.25,,,,1,
111,Teenage Mutant Ninja Turtles Adventures #40,Teenage Mutant Ninja Turtles Adventures,1,40,,Archie,Jan 1993,1.25,,,,1,
112,Teenage Mutant Ninja Turtles Adventures #41,Teenage Mutant Ninja Turtles Adventures,1,41,,Archie,,1.25,,,,1,
113,Teenage Mutant Ninja Turtles Adventures #42,Teenage Mutant Ninja Turtles Adventures,1,42,,Archie,,1.25,,,,1,
114,Teenage Mutant Ninja Turtles Adventures #43,Teenage Mutant Ninja Turtles Adventures,1,43,,Archie,,1.25,,,,1,
115,Teenage Mutant Ninja Turtles Adventures #44,Teenage Mutant Ninja Turtles Adventures,1,44,,Archie,,1.25,,,,1,
116,Teenage Mutant Ninja Turtles Adventures #45,Teenage Mutant Ninja Turtles Adventures,1,45,,Archie,,1.25,,,,1,
117,Teenage Mutant Ninja Turtles Adventures #46,Teenage Mutant Ninja Turtles Adventures,1,46,,Archie,,1.25,,,,1,
118,Teenage Mutant Ninja Turtles Adventures #47,Teenage Mutant Ninja Turtles Adventures,1,47,,Archie,,1.25,,,,1,
119,Teenage Mutant Ninja Turtles Adventures #48,Teenage Mutant Ninja Turtles Adventures,1,48,,Archie,,1.25,,,,1,
120,Teenage Mutant Ninja Turtles Adventures #49,Teenage Mutant Ninja Turtles Adventures,1,49,,Archie,,1.25,,,,1,
121,Teenage Mutant Ninja Turtles Adventures #50,Teenage Mutant Ninja Turtles Adventures,1,50,,Archie,,1.50,,,,1,
122,Teenage Mutant Ninja Turtles Adventures #51,Teenage Mutant Ninja Turtles Adventures,1,51,,Archie,,1.25,,,,1,
123,Teenage Mutant Ninja Turtles Adventures #52,Teenage Mutant Ninja Turtles Adventures,1,52,,Archie,,1.25,,,,1,
124,Teenage Mutant Ninja Turtles Adventures #53,Teenage Mutant Ninja Turtles Adventures,1,53,,Archie,,1.25,,,,1,
125,Teenage Mutant Ninja Turtles Adventures #54,Teenage Mutant Ninja Turtles Adventures,1,54,,Archie,,1.25,,,,1,
126,Teenage Mutant Ninja Turtles Adventures #55,Teenage Mutant Ninja Turtles Adventures,1,55,,Archie,,1.25,,,,1,
127,Teenage Mutant Ninja Turtles Adventures #56,Teenage Mutant Ninja Turtles Adventures,1,56,,Archie,,1.25,,,,1,
128,Teenage Mutant Ninja Turtles Adventures #57,Teenage Mutant Ninja Turtles Adventures,1,57,,Archie,,1.25,,,,1,
129,Teenage Mutant Ninja Turtles Adventures #58,Teenage Mutant Ninja Turtles Adventures,1,58,,Archie,,1.25,,,,1,
130,Teenage Mutant Ninja Turtles Adventures #59,Teenage Mutant Ninja Turtles Adventures,1,59,,Archie,,1.50,,,,1,
131,Teenage Mutant Ninja Turtles Adventures #60,Teenage Mutant Ninja Turtles Adventures,1,60,,Archie,,1.50,,,,1,
132,Teenage Mutant Ninja Turtles Adventures #61,Teenage Mutant Ninja Turtles Adventures,1,61,,Archie,,1.50,,,,1,
133,Teenage Mutant Ninja Turtles Adventures #62,Teenage Mutant Ninja Turtles Adventures,1,62,,Archie,,1.75,,,,1,
134,Teenage Mutant Ninja Turtles Adventures #63,Teenage Mutant Ninja Turtles Adventures,1,63,,Archie,Dec 1994,1.50,,,,1,
135,Teenage Mutant Ninja Turtles Adventures #64,Teenage Mutant Ninja Turtles Adventures,1,64,,Archie,,1.50,,,,1,
136,Teenage Mutant Ninja Turtles Adventures #65,Teenage Mutant Ninja Turtles Adventures,1,65,,Archie,,1.50,,,,1,
137,Teenage Mutant Ninja Turtles Adventures #66,Teenage Mutant Ninja Turtles Adventures,1,66,,Archie,,1.50,,,,1,
138,Teenage Mutant Ninja Turtles Adventures #67,Teenage Mutant Ninja Turtles Adventures,1,67,,Archie,,1.50,,,,1,
139,Teenage Mutant Ninja Turtles Adventures #68,Teenage Mutant Ninja Turtles Adventures,1,68,,Archie,,1.50,,,,1,
140,Teenage Mutant Ninja Turtles Adventures #69,Teenage Mutant Ninja Turtles Adventures,1,69,,Archie,,1.50,,,,1,
141,Teenage Mutant Ninja Turtles Adventures #70,Teenage Mutant Ninja Turtles Adventures,1,70,,Archie,,1.50,,,,1,
142,Teenage Mutant Ninja Turtles Adventures #71,Teenage Mutant Ninja Turtles Adventures,1,71,,Archie,,1.50,,,,1,
143,Teenage Mutant Ninja Turtles Adventures #72,Teenage Mutant Ninja Turtles Adventures,1,72,,Archie,October 1995,1.50,,,,1,
69,"Teenage Mutant Ninja Turtles Adventures Mini-Series 1, #1 of 3",Teenage Mutant Ninja Turtles Adventures,1,1,,Archie,August 1988,1.00,,,,3,
70,"Teenage Mutant Ninja Turtles Adventures Mini-Series 1, #2 of 3",Teenage Mutant Ninja Turtles Adventures,1,2,,Archie,October 1988,1.00,,,,1,
144,"Teenage Mutant Ninja Turtles Adventures Mini-Series 2, #1 of 3",Teenage Mutant Ninja Turtles Adventures,1,1,,Archie,Jan 1996,1.50,,,,1,
145,"Teenage Mutant Ninja Turtles Adventures Mini-Series 2, #2 of 3",Teenage Mutant Ninja Turtles Adventures,1,2,,Archie,,1.50,,,,1,
146,"Teenage Mutant Ninja Turtles Adventures Mini-Series 2, #3 of 3",Teenage Mutant Ninja Turtles Adventures,1,3,,Archie,,1.50,,,,1,
45,Teenage Mutant Ninja Turtles Adventures Special #01,Teenage Mutant Ninja Turtles Adventures Special,1,1,,Archie,Summer 1992,2.50,,,,1,
46,Teenage Mutant Ninja Turtles Adventures Special #02,Teenage Mutant Ninja Turtles Adventures Special,1,2,,Archie,Fall 1992,2.50,,,,1,
47,Teenage Mutant Ninja Turtles Adventures Special #03,Teenage Mutant Ninja Turtles Adventures Special,1,3,,Archie,Winter 1992,2.50,,,,1,
48,Teenage Mutant Ninja Turtles Adventures Special #04,Teenage Mutant Ninja Turtles Adventures Special,1,4,,Archie,Spring 1993,2.50,,,,1,
49,Teenage Mutant Ninja Turtles Adventures Special #05,Teenage Mutant Ninja Turtles Adventures Special,1,5,,Archie,Summer 1993,2.50,,,,1,
50,Teenage Mutant Ninja Turtles Adventures Special #06,Teenage Mutant Ninja Turtles Adventures Special,1,6,,Archie,Fall 1993,1.95,,,,1,
51,Teenage Mutant Ninja Turtles Adventures Special #07,Teenage Mutant Ninja Turtles Adventures Special,1,7,,Archie,Winter 1993,1.95,,,,1,
52,Teenage Mutant Ninja Turtles Adventures Special #08,Teenage Mutant Ninja Turtles Adventures Special,1,8,,Archie,Spring 1994,1.95,,,,1,
53,Teenage Mutant Ninja Turtles Adventures Special #09,Teenage Mutant Ninja Turtles Adventures Special,1,9,,Archie,Summer 1994,1.95,,,,1,
54,Teenage Mutant Ninja Turtles Adventures Special #10,Teenage Mutant Ninja Turtles Adventures Special,1,10,,Archie,Fall 1994,2.00,,,,1,
